INFO:root:25
INFO:root:150
DEBUG:root:25
DEBUG:root:150
INFO:root:25
INFO:root:150
DEBUG:root:25
DEBUG:root:150
2018-11-10 19:19:09,200:INFO:25
2018-11-10 19:19:09,200:INFO:150
2018-11-10 19:19:09,200:DEBUG:25
2018-11-10 19:19:09,201:DEBUG:150
2018-11-10 19:22:02,115:INFO:25
2018-11-10 19:22:02,115:INFO:150
2018-11-10 19:22:02,115:DEBUG:25
2018-11-10 19:22:02,115:DEBUG:150
2018-11-10 19:23:29,779:INFO:25
2018-11-10 19:23:29,779:INFO:150
2018-11-10 19:23:29,779:DEBUG:25
2018-11-10 19:23:29,779:DEBUG:150
2018-11-10 19:59:30,132:root:INFO:25
2018-11-10 19:59:30,190:root:INFO:150
2018-11-10 19:59:30,196:root:DEBUG:25
2018-11-10 19:59:30,200:root:DEBUG:150
2018-11-10 20:02:59,203:__main__:INFO:25
2018-11-10 20:02:59,210:__main__:INFO:150
2018-11-10 20:02:59,214:__main__:DEBUG:25
2018-11-10 20:02:59,220:__main__:DEBUG:150
2018-11-10 20:10:39,497:__main__:INFO:25
2018-11-10 20:10:39,503:__main__:INFO:150
2018-11-10 20:10:39,507:__main__:DEBUG:25
2018-11-10 20:10:39,513:__main__:DEBUG:150
2018-11-10 20:12:01,219:__main__:INFO:25
2018-11-10 20:12:01,227:__main__:INFO:150
2018-11-10 20:12:01,232:__main__:DEBUG:25
2018-11-10 20:12:01,236:__main__:DEBUG:150
2018-11-10 20:14:02,519:__main__:INFO:25
2018-11-10 20:14:02,526:__main__:INFO:150
2018-11-10 20:14:02,532:__main__:DEBUG:25
2018-11-10 20:14:02,536:__main__:DEBUG:150
2018-11-10 20:14:18,865:__main__:INFO:25
2018-11-10 20:14:36,006:__main__:INFO:25
2018-11-10 20:17:30,904:__main__:INFO:25
2018-11-10 20:17:30,914:__main__:INFO:150
2018-11-10 20:17:30,921:__main__:DEBUG:25
2018-11-10 20:17:30,924:__main__:DEBUG:150
2018-11-10 20:25:13,861:__main__:INFO:25
2018-11-10 20:25:13,865:__main__:INFO:150
2018-11-10 20:25:13,867:__main__:DEBUG:25
2018-11-10 20:25:13,868:__main__:DEBUG:150
2018-11-10 20:25:15,890:__main__:INFO:25
2018-11-10 20:25:15,892:__main__:INFO:150
2018-11-10 20:25:15,894:__main__:DEBUG:25
2018-11-10 20:25:15,894:__main__:DEBUG:150
2018-11-10 20:25:16,749:__main__:INFO:25
2018-11-10 20:25:16,752:__main__:INFO:150
2018-11-10 20:25:16,755:__main__:DEBUG:25
2018-11-10 20:25:16,755:__main__:DEBUG:150
2018-11-10 20:25:17,710:__main__:INFO:25
2018-11-10 20:25:17,713:__main__:INFO:150
2018-11-10 20:25:17,717:__main__:DEBUG:25
2018-11-10 20:25:17,717:__main__:DEBUG:150
2018-11-10 20:25:18,559:__main__:INFO:25
2018-11-10 20:25:18,562:__main__:INFO:150
2018-11-10 20:25:18,563:__main__:DEBUG:25
2018-11-10 20:25:18,565:__main__:DEBUG:150
2018-11-10 20:25:19,417:__main__:INFO:25
2018-11-10 20:25:19,421:__main__:INFO:150
2018-11-10 20:25:19,423:__main__:DEBUG:25
2018-11-10 20:25:19,423:__main__:DEBUG:150
